State,Utility,Sample ID,Analyte,Value (PPT)
SC,HFPO-DA,810-115601-1,PFOS,5.0
SC,HFPO-DA,810-115601-1,PFPeA,3.7
SC,HFPO-DA,810-115601-1,PFHxA,3.7
SC,HFPO-DA,810-85382-1,Total PFAS,20.6
SC,HFPO-DA,810-85382-1,PFOS,5.7
SC,HFPO-DA,810-85382-1,PFPeA,4.3
SC,HFPO-DA,810-85382-1,PFHxA,4.0
SC,HFPO-DA,810-93816-1,Total PFAS,27.1
SC,HFPO-DA,810-93816-1,PFOS,6.2
SC,HFPO-DA,810-93816-1,PFPeA,4.8
SC,HFPO-DA,810-93816-1,PFHxA,4.5
SC,HFPO-DA,810-93816-1,PFOA,4.4
SC,KIAWAH ISLAND UTILITY (SC1010008),102726R,Total PFAS,17.4
SC,KIAWAH ISLAND UTILITY (SC1010008),102726R,PFOS,5.0
SC,KIAWAH ISLAND UTILITY (SC1010008),102726R,PFPeA,5.0
SC,KIAWAH ISLAND UTILITY (SC1010008),102726R,PFHxA,4.3
SC,KIAWAH ISLAND UTILITY (SC1010008),102726R,PFBS,3.1
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,Total PFAS,26.5
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFOS,6.1
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFBA,5.0
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFPeA,4.1
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFOA,4.0
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFHxA,3.7
SC,KIAWAH ISLAND UTILITY (SC1010008),106114P,PFBS,3.6
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,Total PFAS,37.3
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFBA,8.7
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFOS,7.9
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFPeA,7.6
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFHxA,4.9
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFOA,4.5
SC,KIAWAH ISLAND UTILITY (SC1010008),106387R,PFBS,3.7
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,Total PFAS,23.6
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,PFOS,6.3
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,PFPeA,4.7
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,PFHxA,4.6
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,PFOA,4.3
SC,KIAWAH ISLAND UTILITY (SC1010008),109097P,PFBS,3.7
SC,LANCASTER CITY OF (SC2910001),810-105878-1,Total PFAS,12.3
SC,LANCASTER CITY OF (SC2910001),810-105878-1,PFHxA,6.2
SC,LANCASTER CITY OF (SC2910001),810-105878-1,PFPeA,6.1
SC,LANCASTER CITY OF (SC2910001),810-74318-1,Total PFAS,24.8
SC,LANCASTER CITY OF (SC2910001),810-74318-1,PFPeA,8.0
SC,LANCASTER CITY OF (SC2910001),810-74318-1,PFHxA,7.2
SC,LANCASTER CITY OF (SC2910001),810-74318-1,PFBA,5.6
SC,LANCASTER CITY OF (SC2910001),810-74318-1,PFOA,4.0
SC,LANCASTER CITY OF (SC2910001),810-85402-1,Total PFAS,16.9
SC,LANCASTER CITY OF (SC2910001),810-85402-1,PFPeA,9.6
SC,LANCASTER CITY OF (SC2910001),810-85402-1,PFHxA,7.3
SC,LANCASTER CITY OF (SC2910001),810-94897-1,Total PFAS,12.0
SC,LANCASTER CITY OF (SC2910001),810-94897-1,PFPeA,6.2
SC,LANCASTER CITY OF (SC2910001),810-94897-1,PFHxA,5.8
SC,LAURENS COUNTY W&S COMM (SC3020001),810-106709-1,Total PFAS,33.9
SC,HFPO-DA,810-106709-1,PFOS,8.7
SC,HFPO-DA,810-106709-1,PFOA,4.8
SC,HFPO-DA,810-106709-1,PFHxA,4.0
SC,HFPO-DA,810-106709-1,PFPeA,3.8
SC,HFPO-DA,810-106709-1,PFBS,3.1
SC,HFPO-DA,810-106710-1,Total PFAS,26.2
SC,HFPO-DA,810-106710-1,PFBS,7.4
SC,HFPO-DA,810-106710-1,PFPeA,5.6
SC,HFPO-DA,810-106710-1,PFOS,4.1
SC,HFPO-DA,810-106710-1,PFHxA,4.1
SC,HFPO-DA,810-114779-1,Total PFAS,82.6
SC,HFPO-DA,810-114779-1,PFPeA,20.5
SC,HFPO-DA,810-114779-1,PFHxA,15.8
SC,HFPO-DA,810-114779-1,PFBS,13.3
SC,HFPO-DA,810-114779-1,PFOS,7.2
SC,HFPO-DA,810-114779-1,PFOA,6.5
SC,HFPO-DA,810-114779-1,PFBA,6.0
SC,HFPO-DA,810-114779-1,PFHxS,3.5
SC,HFPO-DA,810-114779-1,PFHpA,3.1
SC,HFPO-DA,810-88390-1,Total PFAS,47.6
SC,HFPO-DA,810-88390-1,PFOS,7.8
SC,HFPO-DA,810-88390-1,PFPeA,7.3
SC,HFPO-DA,810-88390-1,PFOA,6.0
SC,HFPO-DA,810-88390-1,PFHxA,5.8
SC,HFPO-DA,810-88390-1,PFBS,5.0
SC,HFPO-DA,810-88390-1,PFHpA,3.2
SC,HFPO-DA,810-88391-1,Total PFAS,83.8
SC,HFPO-DA,810-88391-1,PFPeA,23.7
SC,HFPO-DA,810-88391-1,PFHxA,19.3
SC,HFPO-DA,810-88391-1,PFBS,14.0
SC,HFPO-DA,810-88391-1,PFBA,7.2
SC,HFPO-DA,810-88391-1,PFOA,7.0
SC,HFPO-DA,810-88391-1,PFOS,6.1
SC,HFPO-DA,810-88391-1,PFHpA,3.4
SC,HFPO-DA,810-88391-1,PFHxS,3.1
SC,HFPO-DA,810-98012-1,Total PFAS,13.5
SC,HFPO-DA,810-98012-1,PFBS,6.3
SC,HFPO-DA,810-98012-1,PFPeA,3.9
SC,HFPO-DA,810-98012-1,PFHxA,3.3
SC,HFPO-DA,810-98017-1,Total PFAS,33.8
SC,HFPO-DA,810-98017-1,PFOS,7.1
SC,HFPO-DA,810-98017-1,PFOA,4.0
SC,LAURENS CPW (3010001),810-112204-1,Total PFAS,7.8
SC,LAURENS CPW (3010001),810-112204-1,PFBS,4.6
SC,LAURENS CPW (3010001),810-112204-1,PFPeA,3.2
SC,LAURENS CPW (3010001),810-89551-1,Total PFAS,11.2
SC,LAURENS CPW (3010001),810-89551-1,PFBS,4.8
SC,LAURENS CPW (3010001),810-89551-1,PFPeA,3.3
SC,LAURENS CPW (3010001),810-89551-1,PFHxA,3.1
SC,LEXINGTON TOWN OF (3210001),810-100835-1,Total PFAS,22.2
SC,HFPO-DA,810-100835-1,PFOS,5.3
SC,HFPO-DA,810-100835-1,PFPeA,4.0
SC,HFPO-DA,810-100835-1,PFHxA,3.8
SC,HFPO-DA,810-70300-1,Total PFAS,24.5
SC,HFPO-DA,810-70300-1,PFOS,5.5
SC,HFPO-DA,810-70300-1,PFOA,4.3
SC,HFPO-DA,810-70300-1,PFPeA,4.2
SC,HFPO-DA,810-70300-1,PFHxA,4.1
SC,HFPO-DA,810-82542-1,Total PFAS,25.1
SC,HFPO-DA,810-82542-1,PFOS,5.4
SC,HFPO-DA,810-82542-1,PFPeA,4.4
SC,HFPO-DA,810-82542-1,PFOA,4.4
SC,HFPO-DA,810-82542-1,PFHxA,4.3
SC,HFPO-DA,810-91249-1,Total PFAS,25.3
SC,HFPO-DA,810-91249-1,PFOS,5.7
SC,HFPO-DA,810-91249-1,PFPeA,4.5
SC,HFPO-DA,810-91249-1,PFOA,4.4
SC,HFPO-DA,810-91249-1,PFHxA,4.2
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,Total PFAS,28.9
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,PFPeA,6.8
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,PFOS,6.5
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,PFOA,6.4
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,PFHxA,6.2
SC,LUGOFF ELGIN WATER AUTH (2820001),810-105637-1,PFHpA,3.0
SC,LUGOFF ELGIN WATER AUTH (2820001),810-117148-1,Total PFAS,30.2
SC,LUGOFF ELGIN WATER AUTH (2820001),810-117148-1,PFOS,9.3
SC,LUGOFF ELGIN WATER AUTH (2820001),810-117148-1,PFPeA,7.7
SC,LUGOFF ELGIN WATER AUTH (2820001),810-117148-1,PFHxA,6.7
SC,LUGOFF ELGIN WATER AUTH (2820001),810-117148-1,PFOA,6.5
SC,MCCORMICK CO W&SA (SC3520002),102733R,Total PFAS,7.1
SC,MCCORMICK CO W&SA (SC3520002),102733R,PFOS,7.1
SC,MCCORMICK CO W&SA (SC3520002),103326P,Total PFAS,8.4
SC,MCCORMICK CO W&SA (SC3520002),103326P,PFOS,8.4
SC,MCCORMICK CO W&SA (SC3520002),106124P,Total PFAS,7.2
SC,MCCORMICK CO W&SA (SC3520002),106124P,PFOS,7.2
SC,MCCORMICK CO W&SA (SC3520002),106125P,Total PFAS,3.4
SC,MCCORMICK CO W&SA (SC3520002),106125P,PFBS,3.4
SC,MCCORMICK CO W&SA (SC3520002),109102P,Total PFAS,8.8
SC,MCCORMICK CO W&SA (SC3520002),109102P,PFOS,8.8
SC,MCCORMICK CO W&SA (SC3520002),109103P,Total PFAS,18.3
SC,HFPO-DA,109103P,PFBS,4.9
SC,HFPO-DA,109103P,PFPeA,3.4
SC,HFPO-DA,109103P,PFHxA,3.4
SC,MIDCOUNTY WATER DIST 2 (2020004),115928P,Total PFAS,3.0
SC,MIDCOUNTY WATER DIST 2 (2020004),115928P,PFPeA,3.0
SC,MIDCOUNTY WATER DIST 2 (2020004),119038P,Total PFAS,24.5
SC,MIDCOUNTY WATER DIST 2 (2020004),119038P,PFOS,20.1
SC,MIDCOUNTY WATER DIST 2 (2020004),119038P,PFHxS,4.4
SC,MONCKS CORNER CITY OF (SC0810001),102470P,Total PFAS,25.0
SC,MONCKS CORNER CITY OF (SC0810001),102470P,PFPeA,6.3
SC,MONCKS CORNER CITY OF (SC0810001),102470P,PFOS,5.6
SC,MONCKS CORNER CITY OF (SC0810001),102470P,PFHxA,5.0
SC,MONCKS CORNER CITY OF (SC0810001),102470P,PFOA,4.3
SC,MONCKS CORNER CITY OF (SC0810001),102470P,PFBS,3.8
SC,MONCKS CORNER CITY OF (SC0810001),107340R,Total PFAS,41.9
SC,MONCKS CORNER CITY OF (SC0810001),107340R,PFOS,8.0
SC,MONCKS CORNER CITY OF (SC0810001),107340R,PFPeA,7.6
SC,HFPO-DA,107340R,PFHxA,6.0
SC,HFPO-DA,107340R,PFOA,5.8
SC,HFPO-DA,107340R,PFBS,4.3
SC,HFPO-DA,107340R,PFHpA,3.0
SC,HFPO-DA,108118P,Total PFAS,36.5
SC,HFPO-DA,108118P,PFOS,7.1
SC,HFPO-DA,108118P,PFPeA,6.6
SC,HFPO-DA,108118P,PFHxA,5.9
SC,HFPO-DA,108118P,PFOA,5.6
SC,HFPO-DA,108118P,PFBS,4.6
SC,HFPO-DA,120455R,Total PFAS,26.2
SC,HFPO-DA,120455R,PFOS,6.6
SC,HFPO-DA,120455R,PFPeA,5.8
SC,HFPO-DA,120455R,PFHxA,5.3
SC,HFPO-DA,120455R,PFOA,5.2
SC,HFPO-DA,120455R,PFBS,3.3
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,Total PFAS,23.7
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,PFOS,6.6
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,PFOA,4.8
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,PFPeA,4.5
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,PFHxA,4.1
SC,MT PLEASANT WATER WORKS (1010002),810-105390-1,PFBS,3.7
SC,MT PLEASANT WATER WORKS (1010002),810-116508-1,Total PFAS,16.3
SC,MT PLEASANT WATER WORKS (1010002),810-116508-1,PFBA,6.3
SC,MT PLEASANT WATER WORKS (1010002),810-116508-1,PFOS,5.6
SC,MT PLEASANT WATER WORKS (1010002),810-116508-1,PFPeA,4.4
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,Total PFAS,33.9
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFOS,8.4
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFPeA,6.0
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFOA,5.5
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFBA,5.3
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFHxA,5.1
SC,MT PLEASANT WATER WORKS (1010002),810-128079-1,PFBS,3.6
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,Total PFAS,25.4
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,PFOS,5.9
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,PFPeA,5.8
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,PFHxA,5.0
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,PFBS,4.4
SC,MT PLEASANT WATER WORKS (1010002),810-95280-1,PFOA,4.3
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,Total PFAS,29.7
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFBA,6.1
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFOS,5.3
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFOA,5.3
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFPeA,5.2
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFHxA,4.1
SC,MYRTLE BEACH CITY OF (SC2610001),810-129495-1,PFBS,3.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105299-1,Total PFAS,5.0
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105299-1,PFBA,5.0
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,Total PFAS,31.5
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFOS,8.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFOA,7.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFPeA,5.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFHxA,4.3
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFBS,3.5
SC,N MYRTLE BEACH CITY OF (SC2610011),810-105301-1,PFHpA,3.0
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,Total PFAS,39.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFOS,10.0
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFOA,7.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFBA,7.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFPeA,7.0
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFHxA,4.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116864-1,PFHpA,3.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,Total PFAS,37.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFOS,9.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFOA,7.3
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFPeA,6.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFBA,6.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFHxA,4.5
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116875-1,PFHpA,3.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116878-1,Total PFAS,5.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-116878-1,PFBA,5.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,Total PFAS,38.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFOS,9.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFOA,8.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFPeA,6.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFHxA,5.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFBS,4.9
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127845-1,PFHpA,3.8
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,Total PFAS,23.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,PFBA,6.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,PFOS,4.8
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,PFPeA,4.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,PFOA,4.5
SC,N MYRTLE BEACH CITY OF (SC2610011),810-127851-1,PFHxA,3.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93796-1,Total PFAS,20.7
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93796-1,PFOS,7.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93796-1,PFOA,5.9
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93796-1,PFPeA,4.1
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93796-1,PFHxA,3.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93800-1,Total PFAS,4.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93800-1,PFOS,4.2
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,Total PFAS,25.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,PFOS,7.4
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,PFOA,6.5
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,PFPeA,4.6
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,PFHxA,3.9
SC,N MYRTLE BEACH CITY OF (SC2610011),810-93860-1,PFBS,3.0
SC,NEWBERRY CITY OF (3610001),102476P,Total PFAS,26.7
SC,HFPO-DA,102476P,PFBA,6.5
SC,HFPO-DA,102476P,PFOS,5.8
SC,HFPO-DA,102476P,PFHxA,3.6
SC,HFPO-DA,102476P,PFPeA,3.4
SC,HFPO-DA,107388R,Total PFAS,43.9
SC,HFPO-DA,107388R,PFOS,11.3
SC,HFPO-DA,107388R,PFPeA,6.4
SC,HFPO-DA,107388R,PFOA,6.3
SC,HFPO-DA,107388R,PFHxA,5.9
SC,HFPO-DA,107388R,PFBS,3.8
SC,HFPO-DA,108124P,Total PFAS,33.9
SC,HFPO-DA,108124P,PFOS,11.0
SC,HFPO-DA,108124P,PFPeA,5.0
SC,HFPO-DA,108124P,PFHxA,4.8
SC,HFPO-DA,108124P,PFOA,4.7
SC,HFPO-DA,111009P,Total PFAS,38.2
SC,HFPO-DA,111009P,PFOS,8.9
SC,HFPO-DA,111009P,PFHxA,5.8
SC,HFPO-DA,111009P,PFPeA,5.5
SC,HFPO-DA,111009P,PFOA,5.3
SC,HFPO-DA,111009P,PFBS,4.1
SC,NEWBERRY CO W&SA (3620002),115934P,Total PFAS,15.6
SC,HFPO-DA,115934P,PFOS,5.9
SC,HFPO-DA,121477R,Total PFAS,26.6
SC,HFPO-DA,121477R,PFOS,6.9
SC,HFPO-DA,121477R,PFOA,4.0
SC,HFPO-DA,121477R,PFPeA,3.8
SC,HFPO-DA,121477R,PFHxA,3.8
SC,HFPO-DA,121523R,Total PFAS,16.4
SC,HFPO-DA,121523R,PFOS,6.0
SC,HFPO-DA,121523R,PFHxA,3.0
SC,HFPO-DA,122121P,Total PFAS,28.8
SC,HFPO-DA,122121P,PFOS,8.1
SC,HFPO-DA,122121P,PFOA,4.8
SC,HFPO-DA,122121P,PFPeA,4.0
SC,HFPO-DA,122121P,PFHxA,3.8
SC,OCEAN LAKES LTD (2660048),117458P,Total PFAS,13.1
SC,OCEAN LAKES LTD (2660048),117458P,PFOA,5.0
SC,OCEAN LAKES LTD (2660048),117458P,PFOS,4.6
SC,OCEAN LAKES LTD (2660048),117458P,PFPeA,3.5
SC,ORANGEBURG DPU (3810001),810-121618-1,Total PFAS,12.0
SC,ORANGEBURG DPU (3810001),810-121618-1,PFHxA,4.6
SC,ORANGEBURG DPU (3810001),810-121618-1,PFPeA,3.7
SC,ORANGEBURG DPU (3810001),810-121618-1,PFHpA,3.7
SC,ORANGEBURG DPU (3810001),810-99627-1,Total PFAS,4.2
SC,ORANGEBURG DPU (3810001),810-99627-1,PFOS,4.2
SC,POWDERSVILLE WATER DISTRICT (SC0420002),810-127818-1,Total PFAS,3.6
SC,POWDERSVILLE WATER DISTRICT (SC0420002),810-127818-1,PFBS,3.6
SC,ROCK HILL CITY OF (SC4610002),810-102132-1,Total PFAS,7.8
SC,ROCK HILL CITY OF (SC4610002),810-102132-1,PFPeA,3.9
SC,ROCK HILL CITY OF (SC4610002),810-102132-1,PFHxA,3.9
SC,ROCK HILL CITY OF (SC4610002),810-111142-1,Total PFAS,8.0
SC,ROCK HILL CITY OF (SC4610002),810-111142-1,PFPeA,4.3
SC,ROCK HILL CITY OF (SC4610002),810-111142-1,PFHxA,3.7
SC,ROCK HILL CITY OF (SC4610002),810-81237-1,Total PFAS,10.3
SC,ROCK HILL CITY OF (SC4610002),810-81237-1,PFPeA,5.9
SC,ROCK HILL CITY OF (SC4610002),810-81237-1,PFHxA,4.4
SC,ROCK HILL CITY OF (SC4610002),810-90247-1,Total PFAS,8.2
SC,ROCK HILL CITY OF (SC4610002),810-90247-1,PFPeA,4.2
SC,ROCK HILL CITY OF (SC4610002),810-90247-1,PFHxA,4.0
SC,SALUDA CO W&S AUTHORITY (4120001),102477P,Total PFAS,20.0
SC,HFPO-DA,102477P,PFOS,5.8
SC,HFPO-DA,102477P,PFPeA,4.0
SC,HFPO-DA,102477P,PFHxA,3.7
SC,HFPO-DA,104698P,Total PFAS,30.7
SC,HFPO-DA,104698P,PFOS,7.8
SC,HFPO-DA,104698P,PFOA,4.7
SC,HFPO-DA,104698P,PFHxA,4.3
SC,HFPO-DA,104698P,PFPeA,4.2
SC,HFPO-DA,104698P,PFBS,3.0
SC,HFPO-DA,108125P,Total PFAS,33.2
SC,HFPO-DA,108125P,PFOS,9.7
SC,HFPO-DA,108125P,PFPeA,5.3
SC,HFPO-DA,108125P,PFOA,5.2
SC,HFPO-DA,108125P,PFHxA,5.0
SC,HFPO-DA,111010P,Total PFAS,36.1
SC,HFPO-DA,111010P,PFOS,8.4
SC,HFPO-DA,111010P,PFPeA,5.5
SC,HFPO-DA,111010P,PFOA,5.1
SC,HFPO-DA,111010P,PFBS,5.0
SC,HFPO-DA,111010P,PFHxA,4.8
SC,SANDY SPRINGS WATER CO INC (SC0420003),810-129497-1,Total PFAS,3.3
SC,SANDY SPRINGS WATER CO INC (SC0420003),810-129497-1,PFBS,3.3
SC,SANDY SPRINGS WATER CO INC (SC0420003),810-129501-1,Total PFAS,3.4
SC,SANDY SPRINGS WATER CO INC (SC0420003),810-129501-1,PFBS,3.4
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,Total PFAS,23.1
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,PFOS,6.9
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,PFPeA,4.8
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,PFOA,4.4
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,PFHxA,3.8
SC,SEABROOK ISLAND TOWN OF (1010009),119157R,PFBS,3.2
SC,SEABROOK ISLAND TOWN OF (1010009),120075P,Total PFAS,11.1
SC,SEABROOK ISLAND TOWN OF (1010009),120075P,PFOS,6.3
SC,SEABROOK ISLAND TOWN OF (1010009),120075P,PFPeA,4.8
SC,SEABROOK ISLAND TOWN OF (1010009),120501R,Total PFAS,17.6
SC,SEABROOK ISLAND TOWN OF (1010009),120501R,PFPeA,7.8
SC,SEABROOK ISLAND TOWN OF (1010009),120501R,PFOS,6.1
SC,SEABROOK ISLAND TOWN OF (1010009),120501R,PFHxA,3.7
SC,STARR-IVA W/D (SC0420005),100589P,Total PFAS,3.3
SC,STARR-IVA W/D (SC0420005),100589P,PFBS,3.3
SC,STARR-IVA W/D (SC0420005),103319P,Total PFAS,3.0
SC,STARR-IVA W/D (SC0420005),103319P,PFBS,3.0
SC,STARR-IVA W/D (SC0420005),109095P,Total PFAS,12.6
SC,STARR-IVA W/D (SC0420005),109095P,PFOA,4.9
SC,STARR-IVA W/D (SC0420005),109095P,PFOS,4.0
SC,STARR-IVA W/D (SC0420005),109095P,PFBS,3.7
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,Total PFAS,30.9
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFPeA,6.6
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFHxA,5.9
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFBA,5.1
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFOS,4.8
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFOA,4.8
SC,SUMMERVILLE CPW (SC1810003),810-120624-1,PFBS,3.7
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,Total PFAS,34.2
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFOS,8.1
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFPeA,6.3
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFOA,5.7
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFHxA,5.2
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFBA,5.1
SC,SUMMERVILLE CPW (SC1810003),810-130669-1,PFBS,3.8
SC,TEGA CAY CITY OF (SC4610008),810-128862-1,Total PFAS,6.8
SC,TEGA CAY CITY OF (SC4610008),810-128862-1,PFPeA,3.7
SC,TEGA CAY CITY OF (SC4610008),810-128862-1,PFHxA,3.1
SC,UNION CITY OF (4410001),810-112374-1,Total PFAS,29.9
SC,UNION CITY OF (4410001),810-112374-1,PFPeA,6.8
SC,UNION CITY OF (4410001),810-112374-1,PFOS,6.1
SC,UNION CITY OF (4410001),810-112374-1,PFOA,5.9
SC,UNION CITY OF (4410001),810-112374-1,PFHxA,5.1
SC,UNION CITY OF (4410001),810-112374-1,PFHpA,3.0
SC,UNION CITY OF (4410001),810-112374-1,PFBS,3.0
SC,UNION CITY OF (4410001),810-81023-1,Total PFAS,33.8
SC,UNION CITY OF (4410001),810-81023-1,PFPeA,11.9
SC,UNION CITY OF (4410001),810-81023-1,PFHxA,8.2
SC,UNION CITY OF (4410001),810-81023-1,PFOA,5.6
SC,UNION CITY OF (4410001),810-81023-1,PFOS,4.5
SC,UNION CITY OF (4410001),810-81023-1,PFHpA,3.6
SC,UNION CITY OF (4410001),810-99847-1,Total PFAS,16.0
SC,UNION CITY OF (4410001),810-99847-1,PFOA,4.9
SC,UNION CITY OF (4410001),810-99847-1,PFOS,4.6
SC,UNION CITY OF (4410001),810-99847-1,PFPeA,3.4
SC,UNION CITY OF (4410001),810-99847-1,PFHxA,3.1
SC,WARE SHOALS TOWN OF (2410003),114776P,Total PFAS,28.9
SC,HFPO-DA,114776P,PFOS,6.9
SC,HFPO-DA,117455P,Total PFAS,24.0
SC,HFPO-DA,117455P,PFOS,4.7
SC,HFPO-DA,117455P,PFHxA,3.9
SC,HFPO-DA,117455P,PFPeA,3.8
SC,HFPO-DA,117455P,PFBS,3.2
SC,HFPO-DA,121142P,Total PFAS,30.3
SC,HFPO-DA,121142P,PFOS,5.8
SC,HFPO-DA,121142P,PFPeA,5.6
SC,HFPO-DA,121142P,PFHxA,4.9
